Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
LRCX;Lam Research Corporation;81.38;12930787860.64;n/a;1984;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/lrcx
LTRX;Lantronix, Inc.;10.216;155.540.704.496;n/a;2000;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/ltrx
LSCC;Lattice Semiconductor Corporation;maj.39;641380565.21;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/lscc
LDOS;Leidos Holdings, Inc.;50.7;3658761494.7;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/ldos
LXK;Lexmark International, Inc.;33.47;2073339849.52;n/a;1995;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/lxk
LTRPA;Liberty TripAdvisor Holdings, Inc.;20.35;1523836774.9;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/ltrpa
LTRPB;Liberty TripAdvisor Holdings, Inc.;22.33;1672101974.62;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/ltrpb
LOCK;LifeLock, Inc.;12.maj;1106231946.05;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/lock
LPTH;LightPath Technologies, Inc.;jan.89;29220836.4;n/a;1996;Technology;Semiconductors;http://www.nasdaq.com/symbol/lpth
LECO;Lincoln Electric Holdings, Inc.;58.85;4160305942.65;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/leco
LLTC;Linear Technology Corporation;44.35;10614988580.55;n/a;1986;Technology;Semiconductors;http://www.nasdaq.com/symbol/lltc
LNKD;LinkedIn Corporation;109.3;14435765693.7;n/a;2011;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/lnkd
LIQT;LiqTech International, Inc.;0.765;30.242.006.775;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/liqt
LIVE;Live Ventures Incorporated;jan.54;26043084.76;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/live
LPSN;LivePerson, Inc.;5.avg;332797660.6;n/a;2000;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/lpsn
LOGI;Logitech International S.A.;16.jul;2619149023.2;n/a;1997;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/logi
LOGM;LogMein, Inc.;49.08;1231895680.92;n/a;2009;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/logm
LORL;Loral Space and Communications, Inc.;33.96;1050476223.96;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/lorl
LXFT;Luxoft Holding, Inc.;52.96;1741990877.92;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/lxft
MTSI;M/A-COM Technology Solutions Holdings, Inc.;41.37;2196621442.05;n/a;2012;Technology;Semiconductors;http://www.nasdaq.com/symbol/mtsi
MGIC;Magic Software Enterprises Ltd.;jun.54;288899379.18;n/a;1991;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mgic
MX;MagnaChip Semiconductor Corporation;maj.47;189092112.74;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/mx
MNGA;MagneGas Corporation;1.jan;46207029.34;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mnga
MJCO;Majesco;jun.18;225269386.26;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mjco
COOL;Majesco Entertainment Company;0.897;10.701.931.188;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cool
MAMS;MAM Software Group, Inc.;maj.75;71570485.75;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mams
MANH;Manhattan Associates, Inc.;55.52;4052873055.68;n/a;1998;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/manh
MNTX;Manitex International, Inc.;5.sep;95141399.9;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mntx
MFS;Manitowoc Food Service, Inc.;15.21;2084024189.52;n/a;2016;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mfs
MAN;ManpowerGroup;79.7;5761893487.8;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/man
MRIN;Marin Software Incorporated;feb.88;109152000;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/mrin
MKTO;Marketo, Inc.;21;932081955;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mkto
MRVL;Marvell Technology Group Ltd.;okt.69;5533144000;n/a;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/mrvl
MTCH;Match Group, Inc.;okt.24;2542429992.96;n/a;2015;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/mtch
MTLS;Materialise NV;jul.24;96475939.44;13325406;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mtls
MATR;Mattersight Corporation;mar.82;101589057.08;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/matr
MTSN;Mattson Technology, Inc.;mar.61;272923739.84;n/a;1994;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mtsn
MXIM;Maxim Integrated Products, Inc.;36.52;10459267522.88;n/a;1988;Technology;Semiconductors;http://www.nasdaq.com/symbol/mxim
MXL;MaxLinear, Inc;18.dec;1131006658.32;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/mxl
MGRC;McGrath RentCorp;23.35;556952395.85;n/a;1984;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/mgrc
MDCA;MDC Partners Inc.;21.98;1097573388.1;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/mdca
MTBC;Medical Transcription Billing, Corp.;0.92;9505181.48;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mtbc
MTBCP;Medical Transcription Billing, Corp.;25;0;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mtbcp
MDSO;Medidata Solutions, Inc.;38.64;2177803916.4;n/a;2009;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mdso
MLNX;Mellanox Technologies, Ltd.;54.47;2578090646.43;n/a;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/mlnx
MENT;Mentor Graphics Corporation;19.84;2121501258.88;n/a;1984;Technology;EDP Services;http://www.nasdaq.com/symbol/ment
MCHP;Microchip Technology Incorporated;48.4;9849448932.4;n/a;1993;Technology;Semiconductors;http://www.nasdaq.com/symbol/mchp
MU;Micron Technology, Inc.;okt.45;10841414113.2;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/mu
MSCC;Microsemi Corporation;37.28;4189893570.72;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/mscc
MSFT;Microsoft Corporation;54.31;429554233655.94;n/a;1986;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/msft
MSTR;MicroStrategy Incorporated;180.72;2060621306.64;n/a;1998;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mstr
MCRN;Milacron Holdings Corp.;16.17;1089848686.08;n/a;2015;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mcrn
MIME;Mimecast Limited;sep.18;496439978.22;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mime
MNDO;MIND C.T.I. Ltd.;2.jun;39539471.08;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/mndo
MB;MINDBODY, Inc.;13.64;541063772.48;n/a;2015;Technology;EDP Services;http://www.nasdaq.com/symbol/mb
MIND;Mitcham Industries, Inc.;mar.23;39052237.48;n/a;1994;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/mind
MITK;Mitek Systems, Inc.;6.nov;195509344.16;n/a;n/a;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/mitk
MITL;Mitel Networks Corporation;8.avg;978405794.08;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/mitl
MIXT;MiX Telematics Limited;mar.84;115950796.8;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mixt
MOBL;MobileIron, Inc.;apr.54;374090170.64;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mobl
MBLY;Mobileye N.V.;39.36;8529129487.68;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mbly
MODN;Model N, Inc.;okt.55;285335394.95;n/a;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/modn
MDSY;ModSys International Ltd.;feb.18;40550319.52;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/mdsy
MOKO;Moko Social Media Ltd.;0.4051;7.393.650.242;1825142;2014;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/moko
MOMO;Momo Inc.;16.58;768849815.92;46372124;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/momo
MPWR;Monolithic Power Systems, Inc.;63.52;2553479735.36;n/a;2004;Technology;Semiconductors;http://www.nasdaq.com/symbol/mpwr
TYPE;Monotype Imaging Holdings Inc.;22.42;898401213.98;n/a;2007;Technology;EDP Services;http://www.nasdaq.com/symbol/type
MWW;Monster Worldwide, Inc.;mar.21;288608426.07;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/mww
MOSY;MoSys, Inc.;0.62;40904724.44;n/a;2001;Technology;Semiconductors;http://www.nasdaq.com/symbol/mosy
MSI;Motorola Solutions, Inc.;74.88;13054418282.88;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/msi
MRVC;MRV Communications, Inc.;sep.51;66418420.11;n/a;1992;Technology;Semiconductors;http://www.nasdaq.com/symbol/mrvc
MFLX;Multi-Fineline Electronix, Inc.;23.jan;566256334.41;n/a;2004;Technology;Electrical Products;http://www.nasdaq.com/symbol/mflx
NNDM;Nano Dimension Ltd.;8.mar;3387318.99;421833;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/nndm
NATI;National Instruments Corporation;27.97;3573952533.99;n/a;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nati
NCIT;NCI, Inc.;13.jul;184416590.5;n/a;2005;Technology;EDP Services;http://www.nasdaq.com/symbol/ncit
NEFF;Neff Corporation;jul.35;186193184.1;n/a;2014;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/neff
NPTN;NeoPhotonics Corporation;13.76;565540485.76;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/nptn
NETE;Net Element, Inc.;0.2885;32.613.553.471;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/nete
NTAP;NetApp, Inc.;26.dec;7550845295.76;n/a;1995;Technology;Electronic Components;http://www.nasdaq.com/symbol/ntap
NLST;Netlist, Inc.;jan.33;66971302.79;n/a;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/nlst
NTCT;NetScout Systems, Inc.;22.sep;2257262434.8;n/a;1999;Technology;EDP Services;http://www.nasdaq.com/symbol/ntct
NTWK;NetSol Technologies Inc.;jun.97;72894002.5;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ntwk
N;Netsuite Inc;70.41;5631649500.6;n/a;2007;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/n
NTIP;Network-1 Technologies, Inc.;2.avg;48455567.68;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ntip
NEWR;New Relic, Inc.;24.maj;1213872394;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/newr
NICE;NICE-Systems Limited;61.9;2341785077.4;37831746;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/nice
NMBL;Nimble Storage, Inc.;7.jul;647570000;n/a;2013;Technology;Electronic Components;http://www.nasdaq.com/symbol/nmbl
NOK;Nokia Corporation;maj.91;23597824561.56;n/a;1994;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/nok
NQ;NQ Mobile Inc.;apr.55;417998403.55;n/a;2011;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nq
DCM;NTT DOCOMO, Inc;24.jun;98303674320;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/dcm
NUAN;Nuance Communications, Inc.;19.jul;5805790407.04;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nuan
NVEC;NVE Corporation;56.4;273249258;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/nvec
NVDA;NVIDIA Corporation;35.88;19446960000;n/a;1999;Technology;Semiconductors;http://www.nasdaq.com/symbol/nvda
NXPI;NXP Semiconductors N.V.;82.98;28379481962.4;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/nxpi
OIIM;O2Micro International Limited;15.201;504.802.286.892;33208492;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/oiim
OCLR;Oclaro, Inc.;maj.29;587432927.38;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/oclr
OMCL;Omnicell, Inc.;27.mar;968530391.49;n/a;2001;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/omcl
OMC;Omnicom Group Inc.;83.33;19965082948.07;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/omc
ASGN;On Assignment, Inc.;35.82;1905641444.34;n/a;1992;Technology;Professional Services;http://www.nasdaq.com/symbol/asgn
ON;ON Semiconductor Corporation;sep.46;3898420402.8;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/on
OTIV;On Track Innovations Ltd;0.915;37364916.21;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/otiv
OOMA;Ooma, Inc.;6.jan;102746069.8;n/a;2015;Technology;EDP Services;http://www.nasdaq.com/symbol/ooma
OTEX;Open Text Corporation;53.54;6489722443.38;n/a;1996;Technology;EDP Services;http://www.nasdaq.com/symbol/otex
OPWR;Opower, Inc.;7.apr;374387164.8;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/opwr
ORCL;Oracle Corporation;40.39;1,68E+11;n/a;1986;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/orcl
OSIS;OSI Systems, Inc.;62.16;1230159515.76;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/osis
PFIN;P & F Industries, Inc.;sep.73;34958625.1;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/pfin
PANW;Palo Alto Networks, Inc.;140.44;12410749087.68;n/a;2012;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/panw
PCYG;Park City Group, Inc.;avg.77;168388016.66;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/pcyg
PKE;Park Electrochemical Corporation;15.32;310283175.72;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/pke
PRKR;ParkerVision, Inc.;3.jan;306534.2;n/a;1993;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/prkr
PAYC;Paycom Software, Inc.;33.14;1958472094.5;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/payc
PCTY;Paylocity Holding Corporation;33.24;1693786880.16;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/pcty
PCTI;PC-Tel, Inc.;apr.68;80800134.48;n/a;1999;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/pcti
PDFS;PDF Solutions, Inc.;12.jun;393268667.4;n/a;2001;Technology;EDP Services;http://www.nasdaq.com/symbol/pdfs
PEGA;Pegasystems Inc.;24.44;1864068714.56;n/a;1996;Technology;EDP Services;http://www.nasdaq.com/symbol/pega
PNR;Pentair plc.;51.7;9329559328.1;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/pnr
PRFT;Perficient, Inc.;19.89;715336769.16;n/a;1999;Technology;EDP Services;http://www.nasdaq.com/symbol/prft
PERI;Perion Network Ltd;jan.68;127363298.16;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/peri
PLAB;Photronics, Inc.;okt.44;702398449.8;n/a;1987;Technology;Semiconductors;http://www.nasdaq.com/symbol/plab
PXLW;Pixelworks, Inc.;feb.34;65692614.78;n/a;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/pxlw
PLXS;Plexus Corp.;38.5;1284920406;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/plxs
PNTR;Pointer Telocation Ltd.;maj.94;46240785.36;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/pntr
POWI;Power Integrations, Inc.;47.11;1353078297.69;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/powi
IPDN;Professional Diversity Network, Inc.;0.42;6135456.6;n/a;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/ipdn
PRGS;Progress Software Corporation;24.84;1251203617.44;n/a;1991;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/prgs
PFPT;Proofpoint, Inc.;49.87;2052831474.85;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/pfpt
PRO;PROS Holdings, Inc.;okt.78;324257893.96;n/a;2007;Technology;EDP Services;http://www.nasdaq.com/symbol/pro
PSTG;PROTOSTAR I LTD;14.42;2770243460.74;n/a;2015;Technology;Electronic Components;http://www.nasdaq.com/symbol/pstg
PTC;PTC Inc.;32.38;3708535992.68;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ptc
QTWO;Q2 Holdings, Inc.;22.83;889454699.64;n/a;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qtwo
QADA;QAD Inc.;20.55;385722760.2;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qada
QADB;QAD Inc.;17.maj;328474370;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qadb
QIHU;Qihoo 360 Technology Co. Ltd.;75.63;9752051358.6;n/a;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/qihu
QLIK;Qlik Technologies Inc.;28.apr;2614106250.2;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qlik
QLGC;QLogic Corporation;13.21;1094316400;n/a;n/a;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/qlgc
QRVO;Qorvo, Inc.;47.99;6579653353.25;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/qrvo
QCOM;QUALCOMM Incorporated;51;76239255105;n/a;1991;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/qcom
QSII;Quality Systems, Inc.;14.26;868236826.98;n/a;1982;Technology;EDP Services;http://www.nasdaq.com/symbol/qsii
QBAK;Qualstar Corporation;0.472;5.783.471.224;n/a;2000;Technology;Electronic Components;http://www.nasdaq.com/symbol/qbak
QLYS;Qualys, Inc.;24.53;844626109.69;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qlys
QTM;Quantum Corporation;0.56;147970841.76;n/a;n/a;Technology;Electronic Components;http://www.nasdaq.com/symbol/qtm
QRHC;Quest Resource Holding Corporation.;0.45;50304701.25;n/a;n/a;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/qrhc
QUIK;QuickLogic Corporation;1.avg;61535074.68;n/a;1999;Technology;Semiconductors;http://www.nasdaq.com/symbol/quik
QUMU;Qumu Corporation;4.jul;43302068.2;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/qumu
QUNR;Qunar Cayman Islands Limited;43.74;2864085314.76;65479774;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/qunr
RAX;Rackspace Hosting, Inc;23.84;3122874049.76;n/a;2008;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/rax
RDCM;Radcom Ltd.;13.68;118177210.8;n/a;1997;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/rdcm
RSYS;RadiSys Corporation;4.jul;150696638.07;n/a;1995;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/rsys
RMBS;Rambus, Inc.;13.51;1479539895.26;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/rmbs
RPD;Rapid7, Inc.;12.sep;536750475.6;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/rpd
RCMT;RCM Technologies, Inc.;maj.13;63992646;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/rcmt
RLOC;ReachLocal, Inc.;jan.93;58036547.5;n/a;2010;Technology;Advertising;http://www.nasdaq.com/symbol/rloc
RNWK;RealNetworks, Inc.;4.jul;149312561.31;n/a;1997;Technology;EDP Services;http://www.nasdaq.com/symbol/rnwk
RP;RealPage, Inc.;19.81;1559010193.02;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/rp
RHT;Red Hat, Inc.;72.84;13302416217.36;n/a;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/rht
REDF;Rediff.com India Limited;0.7121;66.196.502.676;9295956;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/redf
RWC;RELM Wireless Corporation;apr.65;63847113.3;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/rwc
SOL;Renesola Ltd.;jan.37;140169812.84;n/a;2008;Technology;Semiconductors;http://www.nasdaq.com/symbol/sol
RNVA;Rennova Health, Inc.;0.61;8396878.75;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/rnva
RNVAW;Rennova Health, Inc.;n/a;0;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/rnvaw
RENN;Renren Inc.;mar.43;1172407638.01;n/a;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/renn
RCII;Rent-A-Center Inc.;14.45;767177232.5;n/a;1995;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/rcii
RESN;Resonant Inc.;feb.85;21060092.1;n/a;2014;Technology;Semiconductors;http://www.nasdaq.com/symbol/resn
RXN;Rexnord Corporation;20.14;2041655180.58;n/a;2012;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/rxn
RNG;Ringcentral, Inc.;16.sep;1158591680.69;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/rng
RHI;Robert Half International Inc.;44.19;5795820229.32;n/a;n/a;Technology;Professional Services;http://www.nasdaq.com/symbol/rhi
FUEL;Rocket Fuel Inc.;3.jan;131319732.18;n/a;2013;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/fuel
RST;Rosetta Stone;jul.69;168278170.63;n/a;2009;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/rst
RBCN;Rubicon Technology, Inc.;0.6699;179.017.095.642;n/a;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/rbcn
RKUS;Ruckus Wireless, Inc.;13.78;1236379370.98;n/a;2012;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/rkus
SABR;Sabre Corporation;28.47;7835602881.21;n/a;2014;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/sabr
CRM;Salesforce.com Inc;74.16;49753944000;n/a;2004;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/crm
SNDK;SanDisk Corporation;76.79;15581304398.52;n/a;1995;Technology;Electronic Components;http://www.nasdaq.com/symbol/sndk
SANM;Sanmina Corporation;22.13;1708077051.4;n/a;1993;Technology;Electrical Products;http://www.nasdaq.com/symbol/sanm
SAP;SAP SE;76.9;94471975440.8;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sap
SPNS;Sapiens International Corporation N.V.;12.jun;588042958.86;n/a;1992;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/spns
SCSC;ScanSource, Inc.;39.67;1039954365.78;n/a;n/a;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/scsc
SAIC;SCIENCE APPLICATIONS INTERNATIONAL CORPORATION;52.24;2339071911.04;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/saic
SGMS;Scientific Games Corp;9.apr;813369281.8;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/sgms
SQI;SciQuest, Inc.;14.29;397990475.62;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sqi
SEAC;SeaChange International, Inc.;mar.89;131071254.9;n/a;1996;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/seac
STX;Seagate Technology PLC;34.98;10368840510.6;n/a;2002;Technology;Electronic Components;http://www.nasdaq.com/symbol/stx
SMI;Semiconductor  Manufacturing International Corporation;apr.35;3573923686.2;n/a;2004;Technology;Semiconductors;http://www.nasdaq.com/symbol/smi
LEDS;SemiLEDS Corporation;0.31;9006177.35;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/leds
SMTC;Semtech Corporation;22.37;1458692960.61;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/smtc
SQNS;Sequans Communications S.A.;26.182;1.549.103.612.862;n/a;2011;Technology;Semiconductors;http://www.nasdaq.com/symbol/sqns
NOW;ServiceNow, Inc.;63.31;10218234000;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/now
SGOC;SGOCO Group, Ltd;mar.54;973216.8;n/a;2010;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/sgoc
SHSP;SharpSpring, Inc.;mar.33;24255010.71;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/shsp
SHOP;Shopify Inc.;29.52;1883805634.08;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/shop
SSTK;Shutterstock, Inc.;36.83;1299480955.77;n/a;2012;Technology;EDP Services;http://www.nasdaq.com/symbol/sstk
SWIR;Sierra Wireless, Inc.;15.19;487926769.82;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/swir
SIFY;Sify Technologies Limited;jan.25;31371593.75;25097275;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/sify
SIGM;Sigma Designs, Inc.;jun.31;232920682.95;n/a;1986;Technology;Semiconductors;http://www.nasdaq.com/symbol/sigm
SGMA;SigmaTron International, Inc.;6.avg;25367152.32;n/a;1994;Technology;Electrical Products;http://www.nasdaq.com/symbol/sgma
SILC;Silicom Ltd;33.45;243338146.35;n/a;n/a;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/silc
SGI;Silicon Graphics International Corp;jun.82;243629475.54;n/a;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/sgi
SLAB;Silicon Laboratories, Inc.;42.8;1778516164.8;n/a;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/slab
SIMO;Silicon Motion Technology Corporation;38.45;1337993673.75;34798275;2005;Technology;Semiconductors;http://www.nasdaq.com/symbol/simo
SPIL;Siliconware Precision Industries Company, Ltd.;jul.76;398900029.68;51404643;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/spil
